firstpost_date,url,trackback_author_nick,content,score,trackback_permalink,trackback_author_url
06/02/14,http://twitter.com/cdcchronic/status/473469149789040640,cdcchronic,#Coronaryarterydisease occurs when plaque builds up in arteries suppling blood to the heart.  Learn more: http://t.co/Whh9nUyu8p,12.197725,http://twitter.com/CDCChronic/status/473469149789040640,http://twitter.com/cdcchronic
06/02/14,http://twitter.com/davidlove2014/status/473469297382010880,davidlove2014,RT @CDCChronic: #Coronaryarterydisease occurs when plaque builds up in arteries suppling blood to the heart.  Learn more: http://t.co/Whh9n…,7.6643453,http://twitter.com/DavidLove2014/status/473469297382010880,http://twitter.com/davidlove2014
06/02/14,http://twitter.com/hyhutriangle/status/473471071971454977,hyhutriangle,RT @CDCChronic: #Coronaryarterydisease occurs when plaque builds up in arteries suppling blood to the heart.  Learn more: http://t.co/Whh9n…,10.899726,http://twitter.com/HYHUTriangle/status/473471071971454977,http://twitter.com/hyhutriangle
06/03/14,http://twitter.com/simply_clinton/status/473649274098843649,simply_clinton,This is my lifetime curse... #coronaryarterydisease #cardiacarrestsurvivor #lifestylemodification http://t.co/hLCphg0f3V,7.9096756,http://twitter.com/Simply_Clinton/status/473649274098843649,http://twitter.com/simply_clinton
06/03/14,http://twitter.com/simply_clinton/status/473703558144335873,simply_clinton,This is lunch... :-) #coronaryarterydisease #lifestylemodification #cardiacarrestsurvivor http://t.co/4Hdz0OWsRb,7.718141,http://twitter.com/Simply_Clinton/status/473703558144335873,http://twitter.com/simply_clinton
06/03/14,http://twitter.com/mphpublichealth/status/473827788227899393,mphpublichealth,RT @CDCChronic: #Coronaryarterydisease occurs when plaque builds up in arteries suppling blood to the heart. http://t.co/2kckzWBoNT,7.6686764,http://twitter.com/MPHPublicHealth/status/473827788227899393,http://twitter.com/mphpublichealth
06/05/14,http://twitter.com/news_biotech/status/474576920462376961,news_biotech,GlaxoSmithKline tees up another huge cardio PhIII after darapladib flop http://t.co/uEdx90Y8Bg #coronaryarterydisease,7.73849,http://twitter.com/News_Biotech/status/474576920462376961,http://twitter.com/news_biotech
06/06/14,http://twitter.com/cdcchronic/status/474923777621757952,cdcchronic,"Plaque buildup can cause angina, the most common symptom of #Coronaryarterydisease. Learn more here: http://t.co/Whh9nUyu8p",11.996136,http://twitter.com/CDCChronic/status/474923777621757952,http://twitter.com/cdcchronic
06/06/14,http://twitter.com/saludhealthinfo/status/474924848486318080,saludhealthinfo,"RT @CDCChronic: Plaque buildup can cause angina, the most common symptom of #Coronaryarterydisease. Learn more here: http://t.co/Whh9nUyu8p",10.977409,http://twitter.com/SaludHEALTHinfo/status/474924848486318080,http://twitter.com/saludhealthinfo
06/08/14,http://twitter.com/cprlouisville/status/475623121525813248,cprlouisville,"Good overview of heart disease. #heartdisease #coronaryarterydisease 
http://t.co/BfVrXpUuQe",8.38566,http://twitter.com/cprlouisville/status/475623121525813248,http://twitter.com/cprlouisville
06/12/14,http://twitter.com/pmrtrials/status/477149531570577408,pmrtrials,What is #CoronaryArteryDisease? What are its causes and symptoms? Find out at https://t.co/waqMLtvK9T #HeartHealth #HeartDisease,7.556433,http://twitter.com/PMRTrials/status/477149531570577408,http://twitter.com/pmrtrials
06/16/14,http://twitter.com/mdcurrent_india/status/478638186764451842,mdcurrent_india,Outcomes equal between medical therapy and #cardiacstents in stable #coronaryarterydisease http://t.co/bobdpTNEVd,8.050361,http://twitter.com/mdCurrent_India/status/478638186764451842,http://twitter.com/mdcurrent_india
06/17/14,http://twitter.com/mdcurrent_india/status/478864687015395329,mdcurrent_india,Outcomes equal between medical therapy and #cardiacstents in stable #coronaryarterydisease http://t.co/ESpZPvsoyL,7.93888,http://twitter.com/mdCurrent_India/status/478864687015395329,http://twitter.com/mdcurrent_india
06/19/14,http://twitter.com/itnpublisher/status/479686321188110337,itnpublisher,#PETMR Superior for Verifying #CoronaryArteryDisease | ITN Online http://t.co/SKOECwzs0g #molecularimaging #radiology #nuclearmedicine,7.403398,http://twitter.com/ITNpublisher/status/479686321188110337,http://twitter.com/itnpublisher
06/19/14,http://twitter.com/daicpublisher/status/479686385717489664,daicpublisher,#PETMR Superior for Verifying #CoronaryArteryDisease | DI #Cardiology http://t.co/VEEgCDLLQ7 @WUSTLmed @SiemensHealth @AstellasUS,7.2821236,http://twitter.com/DAICpublisher/status/479686385717489664,http://twitter.com/daicpublisher
06/20/14,http://twitter.com/authordeb/status/479995585080983553,authordeb,Depression in women increases mortality risk - http://t.co/lfR4EPVjIZ -  #coronaryarterydisease,8.467478,http://twitter.com/authordeb/status/479995585080983553,http://twitter.com/authordeb
06/21/14,http://twitter.com/fin_oleary/status/480318142506205184,fin_oleary,Swirly #baking #chocolate #coronaryarterydisease http://t.co/h0USfBszu4,8.516985,http://twitter.com/fin_oleary/status/480318142506205184,http://twitter.com/fin_oleary
06/23/14,http://twitter.com/mdcurrent_india/status/480901824741134336,mdcurrent_india,Outcomes equal between medical therapy and cardiac stents in stable #coronaryarterydisease http://t.co/IBr7RGxzRo,7.979373,http://twitter.com/mdCurrent_India/status/480901824741134336,http://twitter.com/mdcurrent_india
