firstpost_date,url,trackback_author_nick,content,score,trackback_permalink,trackback_author_url
01/09/14,http://twitter.com/i_tweet_stuff/status/421234910074904576,i_tweet_stuff,#HairLoss #alopecia Balding can be traumatizing. The solution http://t.co/lO3JO7MBnf,11.158979,http://twitter.com/I_Tweet_Stuff/status/421234910074904576,http://twitter.com/i_tweet_stuff
01/09/14,http://twitter.com/i_tweet_stuff/status/421235158763986944,i_tweet_stuff,#HairLoss #alopecia Balding can be traumatizing. The solution http://t.co/qkMV1bzDwY,11.196433,http://twitter.com/I_Tweet_Stuff/status/421235158763986944,http://twitter.com/i_tweet_stuff
01/09/14,http://twitter.com/dermcast/status/421290468765618176,dermcast,An 11 year study explores alopecia areata &amp; quality of life issues: http://t.co/Zm1MY79dq0 #alopecia,7.3721747,http://twitter.com/dermcast/status/421290468765618176,http://twitter.com/dermcast
01/09/14,http://twitter.com/nugonutrition/status/421326955506454529,nugonutrition,We are proud to donate a portion of all sales to @CAP_Alopecia to help build self-esteem in #kids with #alopecia.,7.2992916,http://twitter.com/NuGoNutrition/status/421326955506454529,http://twitter.com/nugonutrition
01/09/14,http://twitter.com/tweetifollow/status/421355709423706112,tweetifollow,#HairLoss #alopecia Balding can be traumatizing. The solution http://t.co/8rfHVfUGkq,7.9735403,http://twitter.com/TweetIFollow/status/421355709423706112,http://twitter.com/tweetifollow
01/09/14,http://twitter.com/artemis_hair/status/421358530705510400,artemis_hair,Artemis can help you cope with Medically Related #HairLoss caused by different forms of #Alopecia. http://t.co/xhfloBhxpA,7.5197387,http://twitter.com/Artemis_Hair/status/421358530705510400,http://twitter.com/artemis_hair
01/09/14,http://twitter.com/hws3181/status/421362371492581376,hws3181,RT @spence23_thomas: Ha this made me laugh #alopecia #smiles http://t.co/BTVxOwrqGy,7.916141,http://twitter.com/hws3181/status/421362371492581376,http://twitter.com/hws3181
01/09/14,http://twitter.com/mattm34/status/421370807357808640,mattm34,#HairLoss #alopecia Balding can be traumatizing. The solution http://t.co/zZS2F1i78t,7.981647,http://twitter.com/MattM34/status/421370807357808640,http://twitter.com/mattm34
01/09/14,http://twitter.com/siolamatt/status/421401005159620608,siolamatt,#HairLoss #alopecia Balding can be traumatizing. The solution http://t.co/y2sLbxQISh,7.9289637,http://twitter.com/SiolaMatt/status/421401005159620608,http://twitter.com/siolamatt
01/09/14,http://twitter.com/clairshair/status/421421990826622976,clairshair,The Best #Hair Loss Product For #Men And #Women #Alopecia #Hairstyles http://t.co/VN6zi33wq5  @buynew2 #regrow hair @clairshair #thinning,7.78769,http://twitter.com/clairshair/status/421421990826622976,http://twitter.com/clairshair
01/09/14,http://twitter.com/buynew2/status/421422467215675392,buynew2,The Best #Hair Loss Product For #Men &amp; #Women #Alopecia #Hairloss http://t.co/AipQ83dzOQ @buynew2 #regrow #hairstyles @clairshair  #thinning,8.279101,http://twitter.com/buynew2/status/421422467215675392,http://twitter.com/buynew2
01/10/14,http://twitter.com/xcoop/status/421436038259961858,xcoop,Well hello little pussy cat!!! #f2falo #alopecia #babyalo #f2fmascot f2f_studios @luci_f2fstudios… http://t.co/XqkRzGnO04,6.948819,http://twitter.com/xcoop/status/421436038259961858,http://twitter.com/xcoop
09/08/13,http://twitter.com/abbyasistio/status/376724615617585152,hairware,RT @AbbyAsistio: iSupport #Alopecia Awareness.💙 -- Please repost if you support it too!😊 #AlopeciaAreataAwareness… http://t.co/DakM5nAP9z,8.433652,http://twitter.com/Hairware/status/421583808316444672,http://twitter.com/hairware
01/10/14,http://twitter.com/davidsatchell/status/421584388996886528,davidsatchell,Why are you losing your hair? What is #alopecia? Check it out here:  http://t.co/qemLpmpFeg,10.853545,http://twitter.com/DavidSatchell/status/421584388996886528,http://twitter.com/davidsatchell
01/10/14,http://twitter.com/regen_med/status/421597573434978304,regen_med,Regen medicine and #hairloss: how hair follicle culture has advanced treatment options for androgenetic #alopecia http://t.co/OnCL335LFJ,7.322845,http://twitter.com/Regen_Med/status/421597573434978304,http://twitter.com/regen_med
01/10/14,http://twitter.com/dermpa/status/421603672972623872,dermpa,An 11 year study explores alopecia areata &amp; quality of life issues: http://t.co/DcA6RVNVQ3 #alopecia (via @Dermcast),7.133984,http://twitter.com/dermPA/status/421603672972623872,http://twitter.com/dermpa
01/10/14,http://twitter.com/davidsatchell/status/421625811905413120,davidsatchell,Suffering from distressing #Alopecia?  We have a saying here at Eucaderm: Seeing is Believing: http://t.co/fEXFTH2YF4,10.643061,http://twitter.com/DavidSatchell/status/421625811905413120,http://twitter.com/davidsatchell
01/10/14,http://twitter.com/thisismefndn/status/421650131339853824,thisismefndn,#Scholarship now avail for HS seniors in the US who have/had #alopecia! Email us at info@thisismefoundation.com for an application!,8.161791,http://twitter.com/ThisIsMefndn/status/421650131339853824,http://twitter.com/thisismefndn
01/10/14,http://twitter.com/thesoutherndoe/status/421651425978884096,southerndoe,RT @ThisIsMefndn: #Scholarship now avail for HS seniors in the US who have/had #alopecia! Email us at info@thisismefoundation.com for an ap…,7.0943427,http://twitter.com/thesoutherndoe/status/421651425978884096,http://twitter.com/southerndoe
01/10/14,http://twitter.com/wigparlor/status/421658796285788161,wigparlor,"Yasssss.... It's here, Available for Same Day Shipping! #wig #WIGS #weave #alopecia #protectivestlying… http://t.co/cjjdu9RQ38",7.2543435,http://twitter.com/WigParlor/status/421658796285788161,http://twitter.com/wigparlor
01/10/14,http://twitter.com/embassyhairloss/status/421671802713022464,embassyhairloss,Former Miss America @TeresaScanlan talks about her experience with #Alopecia and success with Virtuesse hair pieces http://t.co/W4HyndKedq,7.3802233,http://twitter.com/embassyhairloss/status/421671802713022464,http://twitter.com/embassyhairloss
01/10/14,http://twitter.com/davidsatchell/status/421732215353909248,davidsatchell,Did you know you can use the David Satchell Treatments for #alopecia in your own home? Check it out here:  http://t.co/dEcBmEpeVJ,10.740241,http://twitter.com/DavidSatchell/status/421732215353909248,http://twitter.com/davidsatchell
01/10/14,http://twitter.com/omgalternmed/status/421777887864168448,omgalternmed,"#Gluten Can Cause #Nutritional #HairLoss
http://t.co/C2HwpWESQ6 #health #alopecia #autoimmune",10.780114,http://twitter.com/OMGAlternMed/status/421777887864168448,http://twitter.com/omgalternmed
01/10/14,http://twitter.com/magicdaveb/status/421779227000987648,magicdaveb,@CV31 We will see you on April 13th for Charlie's Angels Night!  #alopecia http://t.co/uOSam5ewym,7.783134,http://twitter.com/magicdaveb/status/421779227000987648,http://twitter.com/magicdaveb
01/11/14,http://twitter.com/joc_lauren/status/421816240059846656,imthepart,RT @joc_lauren: “@Pharaoh_Mouton: It smells like Mr.Belcher class like ratchet kids and a bald spot👴” #alopecia,7.4134493,http://twitter.com/ImThePART/status/421817127255826432,http://twitter.com/imthepart
01/11/14,http://twitter.com/pharaoh_mouton/status/421818003819220993,pharaoh_mouton,@joc_lauren #alopecia at its best😂😂😂😂,8.25942,http://twitter.com/Pharaoh_Mouton/status/421818003819220993,http://twitter.com/pharaoh_mouton
01/11/14,http://twitter.com/healthgaga/status/421929493977387008,healthgaga,#HairLoss #alopecia Balding can be traumatizing. The solution http://t.co/Q6fSv3AEiX,7.9360867,http://twitter.com/HealthGaGa/status/421929493977387008,http://twitter.com/healthgaga
01/11/14,http://twitter.com/skinandhairdoc/status/422039302122393600,skinandhairdoc,Dr. Mejia will be speaking at the American Academy of Cosmetic Surgery on Diagnosing Male &amp; Female Alopecia #hairloss #alopecia,7.030044,http://twitter.com/skinandhairdoc/status/422039302122393600,http://twitter.com/skinandhairdoc
01/11/14,http://twitter.com/official_izaiah/status/422057164304560128,official_izaiah,"Heading to BX for a session with my bro E-Praise! Rocking my #alopecia (look it up), @eopstech… http://t.co/dpRY1Jex9n",10.449786,http://twitter.com/Official_IZAiAH/status/422057164304560128,http://twitter.com/official_izaiah
01/11/14,http://twitter.com/official_izaiah/status/422057173431353344,official_izaiah,"Photo: Heading to BX for a session with my bro E-Praise! Rocking my #alopecia (look it up), @eopstech... http://t.co/5e66nb5Cu9",10.449786,http://twitter.com/Official_IZAiAH/status/422057173431353344,http://twitter.com/official_izaiah
01/11/14,http://twitter.com/viral_hq/status/422072937685204992,viral_hq,#HairLoss #alopecia Balding can be traumatizing. The solution http://t.co/VltQRJ7DkM,7.9360867,http://twitter.com/Viral_HQ/status/422072937685204992,http://twitter.com/viral_hq
01/11/14,http://twitter.com/aaronlove1988/status/422113591278731265,aaronlove1988,That girl on take me out can't wear a cap every week surely #alopecia,8.338044,http://twitter.com/Aaronlove1988/status/422113591278731265,http://twitter.com/aaronlove1988
01/11/14,http://twitter.com/scibite/status/422115457085505536,scibite,We've found new articles on #Alopecia at http://t.co/a5Gt6DaUBu #pharma #health #news http://t.co/fAgqFsV5OK,7.904362,http://twitter.com/SciBite/status/422115457085505536,http://twitter.com/scibite
01/11/14,http://twitter.com/clairshair/status/422118833223385088,clairshair,RT @buynew2: The Best #Hair Loss Product For #Men &amp; #Women #Alopecia #Hairloss http://t.co/AipQ83dzOQ @buynew2 #regrow #hairstyles @clairsh…,6.53281,http://twitter.com/clairshair/status/422118833223385088,http://twitter.com/clairshair
01/11/14,http://twitter.com/buynew2/status/422125662041038848,buynew2,RT @clairshair: The Best #Hair Loss Product For #Men And #Women #Alopecia #Hairstyles http://t.co/VN6zi33wq5  @buynew2 #regrow hair @clairs…,6.807092,http://twitter.com/buynew2/status/422125662041038848,http://twitter.com/buynew2
01/11/14,http://twitter.com/mondobaldo/status/422137086796242944,mondobaldo,"Mondo Baldo Peeps! Give it up for ""Big John"", a first-grader and #Alopecia Warrior. Thank you for your smile, buddy! http://t.co/MSA7jQ3mVW",7.3542457,http://twitter.com/mondobaldo/status/422137086796242944,http://twitter.com/mondobaldo
01/11/14,http://twitter.com/clairshair/status/422153945503387648,clairshair,The Best #Hair Loss Product For #Men And #Women #Alopecia #Hairstyles http://t.co/VN6zi33wq5   @buynew2 #regrow hair @clairshair #thinning,7.6975555,http://twitter.com/clairshair/status/422153945503387648,http://twitter.com/clairshair
01/11/14,http://twitter.com/buynew2/status/422154777741369344,buynew2,The Best #Hair Loss Product For #Men &amp; #Women #Alopecia #Hairloss http://t.co/AipQ83dzOQ @buynew2 #regrow #hairstyles @clairshair  #thinning,7.592458,http://twitter.com/buynew2/status/422154777741369344,http://twitter.com/buynew2
01/12/14,http://twitter.com/alopecia/status/422163156064935936,alopecia,#alopecia #BGDLTips The best makeup techniques for your eye shape - Yahoo http://t.co/LMZjej3Ohy via @YahooShopping,7.2488317,http://twitter.com/alopecia/status/422163156064935936,http://twitter.com/alopecia
01/12/14,http://twitter.com/healthinfo3/status/422171089549410304,healthinfo3,#HairLoss #alopecia Balding can be traumatizing. The solution http://t.co/nu7g1U9HPG,7.9738107,http://twitter.com/HealthInfo3/status/422171089549410304,http://twitter.com/healthinfo3
01/12/14,http://twitter.com/tracie_fuller/status/422178879810584576,tracie_fuller,From no eyebrows to glam in 1 hour..#alopecia #semipermanentmakeup #beckbromfl #bizoftheweek #London #beauty http://t.co/qNmpGYMLsp,8.806419,http://twitter.com/tracie_fuller/status/422178879810584576,http://twitter.com/tracie_fuller
01/12/14,http://twitter.com/ilovemylashes/status/422179384129511424,ilovemylashes,RT @tracie_fuller: From no eyebrows to glam in 1 hour..#alopecia #semipermanentmakeup #beckbromfl #bizoftheweek #London #beauty http://t.co…,7.00747,http://twitter.com/iLOVEmyLASHES/status/422179384129511424,http://twitter.com/ilovemylashes
01/12/14,http://twitter.com/tweetstar11/status/422299428398305280,tweetstar11,#HairLoss #alopecia Balding can be traumatizing. The solution http://t.co/B0vhg6MoQq,7.9468927,http://twitter.com/Tweetstar11/status/422299428398305280,http://twitter.com/tweetstar11
01/12/14,http://twitter.com/tracie_fuller/status/422354002425442305,tracie_fuller,Amazingly natural looking eyebrows. From none to this #semipermanentmakeup #London #beauty #BeckBromFI #alopecia http://t.co/8rFfV474PL,9.142464,http://twitter.com/tracie_fuller/status/422354002425442305,http://twitter.com/tracie_fuller
01/12/14,http://twitter.com/camelanet/status/422413563454447616,camelanet,"Any #solution for #alopecia #universalis?
#Thans to #all #advice - #conventional, #aleternative #complementary",6.5957317,http://twitter.com/camelanet/status/422413563454447616,http://twitter.com/camelanet
01/12/14,http://twitter.com/davegoth/status/422418581427879936,davegoth,All bald refs are shite. Except Collina #alopecia,8.10057,http://twitter.com/DaveGoth/status/422418581427879936,http://twitter.com/davegoth
01/12/14,http://twitter.com/stella4health/status/422442876480815104,stella4health,#HairLoss #alopecia Balding can be traumatizing. The solution http://t.co/LxxhusVW3d,11.133149,http://twitter.com/Stella4Health/status/422442876480815104,http://twitter.com/stella4health
01/12/14,http://twitter.com/slwa_inc/status/422451076386668544,slwa_inc,@anetrabey #Alopecia #Awareness Love it!,8.041267,http://twitter.com/SLWA_INC/status/422451076386668544,http://twitter.com/slwa_inc
