"city","state","zipcode","areacode","FIPS","County","PrefApprovedNot","Type"
"Chestertown","MD","21690","410","24035","Queen Annes","P","U"
"Chestertown","NY","12817","518","36113","Warren","P",
"Chesterville","IL","61911","217","17041","Douglas","N",
"Chesterville","ME","04938","207","23007","Franklin","A",
"Chesterville","MS","38801","662","28081","Lee","N",
"Chesterville","OH","43317","419","39117","Morrow","P","P"
"Chesterville","TX","77435","979","48481","Wharton","N",
"Chestline","IL","62347","217","17001","Adams","N",
"Chestnut","IL","62518","217","17107","Logan","P",
"Chestnut","LA","71070","318","22069","Natchitoches","A",
"Chestnut","NJ","07083","908","34039","Union","N",
"Chestnut Dale","NC","28657","828","37011","Avery","N",
"Chestnut Grove","AL","36346","334","01031","Coffee","N",
"Chestnut Hill","CT","06226","860","09015","Windham","N",
"Chestnut Hill","MA","02467","617","25017","Middlesex","P",
"Chestnut Hill","NC","28617","336","37009","Ashe","N",
"Chestnut Hill Cove","MD","21226","410","24510","Baltimore City","A",
"Chestnut Mound","TN","38552","615","47159","Smith","P",
"Chestnut Mountain","GA","30502","770","13139","Hall","P","P"
"Chestnut Ridge","NY","10952","845","36087","Rockland","N",
"Chestnut Ridge","NY","10965","845","36087","Rockland","N",
"Chestnut Ridge","NY","10977","845","36087","Rockland","A",
"Chestnut Ridge","PA","15422","724","42051","Fayette","P","P"
"Chestnutburg","KY","40962","606","21051","Clay","A",
"Chestnutridge","MO","65630","417","29043","Christian","P",
"Cheswick","PA","15024","724","42003","Allegheny","P",
"Cheswold","DE","19936","302","10001","Kent","P","P"
"Chetek","WI","54728","715","55005","Barron","P",
"Chetopa","KS","67336","620","20099","Labette","P",
"Chevak","AK","99563","907","02270","Wade Hampton","P","P"
"Cheverly","MD","20781","301","24033","Prince Georges","N",
"Cheverly","MD","20784","301","24033","Prince Georges","A",
"Cheverly","MD","20785","301","24033","Prince Georges","A",
"Cheviot","NY","12526","518","36021","Columbia","N",
"Cheviot","OH","45211","513","39061","Hamilton","A",
"Chevrolet","KY","40831","606","21095","Harlan","A",
"Chevy Chase","DC","20015","202","11001","District of Columbia","A",
"Chevy Chase","MD","20813","301","24031","Montgomery","N","P"
"Chevy Chase","MD","20815","301","24031","Montgomery","P",
"Chevy Chase","MD","20825","301","24031","Montgomery","P","P"
"Chevy Chase Village","MD","20815","301","24031","Montgomery","A",
"Chewalla","TN","38393","731","47109","McNairy","P","P"
"Chewelah","WA","99109","509","53065","Stevens","P",
"Chews Landing","NJ","08012","856","34007","Camden","N",
"Chewsville","MD","21721","301","24043","Washington","P","P"
"Cheyenne","OK","73628","580","40129","Roger Mills","P",
"Cheyenne","WY","82001","307","56021","Laramie","P",
"Cheyenne","WY","82002","307","56021","Laramie","P","U"
"Cheyenne","WY","82003","307","56021","Laramie","P","P"
"Cheyenne","WY","82005","307","56021","Laramie","A",
"Cheyenne","WY","82006","307","56021","Laramie","P","U"
"Cheyenne","WY","82007","307","56021","Laramie","P",
"Cheyenne","WY","82008","307","56021","Laramie","P","U"
"Cheyenne","WY","82009","307","56021","Laramie","P",
"Cheyenne","WY","82010","307","56021","Laramie","P","U"
"Cheyenne Mountain AFB","CO","80914","719","08041","El Paso","A","P"
"Cheyenne River Reservation","SD","57625","605","46041","Dewey","N",
"Cheyenne Wells","CO","80810","719","08017","Cheyenne","P",
"Cheyney","PA","19319","610","42045","Delaware","P",
"Chi Chll Tah","NM","87326","505","35031","McKinley","N","P"
"Chicago","IL","60290","847","17031","Cook","P","U"
"Chicago","IL","60601","312","17031","Cook","P",
"Chicago","IL","60602","312","17031","Cook","P",
"Chicago","IL","60603","312","17031","Cook","P",
"Chicago","IL","60604","312","17031","Cook","P",
"Chicago","IL","60605","312","17031","Cook","P",
"Chicago","IL","60606","312","17031","Cook","P",
"Chicago","IL","60607","312","17031","Cook","P",
"Chicago","IL","60608","312","17031","Cook","P",
"Chicago","IL","60609","773","17031","Cook","P",
"Chicago","IL","60610","312","17031","Cook","P",
"Chicago","IL","60611","312","17031","Cook","P",
"Chicago","IL","60612","312","17031","Cook","P",
"Chicago","IL","60613","312","17031","Cook","P",
"Chicago","IL","60614","773","17031","Cook","P",
"Chicago","IL","60615","312","17031","Cook","P",
"Chicago","IL","60616","312","17031","Cook","P",
"Chicago","IL","60617","773","17031","Cook","P",
"Chicago","IL","60618","773","17031","Cook","P",
"Chicago","IL","60619","773","17031","Cook","P",
"Chicago","IL","60620","773","17031","Cook","P",
"Chicago","IL","60621","773","17031","Cook","P",
"Chicago","IL","60622","773","17031","Cook","P",
"Chicago","IL","60623","773","17031","Cook","P",
"Chicago","IL","60624","773","17031","Cook","P",
"Chicago","IL","60625","773","17031","Cook","P",
"Chicago","IL","60626","773","17031","Cook","P",
"Chicago","IL","60628","773","17031","Cook","P",
"Chicago","IL","60629","773","17031","Cook","P",
"Chicago","IL","60630","773","17031","Cook","P",
"Chicago","IL","60631","773","17031","Cook","P",
"Chicago","IL","60632","773","17031","Cook","P",
"Chicago","IL","60633","773","17031","Cook","P",
"Chicago","IL","60634","773","17031","Cook","P",
"Chicago","IL","60636","773","17031","Cook","P",
"Chicago","IL","60637","773","17031","Cook","P",
"Chicago","IL","60638","773","17031","Cook","P",
"Chicago","IL","60639","773","17031","Cook","P",
"Chicago","IL","60640","773","17031","Cook","P",
"Chicago","IL","60641","773","17031","Cook","P",
"Chicago","IL","60642","773","17031","Cook","P",
"Chicago","IL","60643","773","17031","Cook","P",
"Chicago","IL","60644","773","17031","Cook","P",
"Chicago","IL","60645","773","17031","Cook","P",
"Chicago","IL","60646","773","17031","Cook","P",
"Chicago","IL","60647","773","17031","Cook","P",
"Chicago","IL","60649","773","17031","Cook","P",
"Chicago","IL","60651","773","17031","Cook","P",
"Chicago","IL","60652","773","17031","Cook","P",
"Chicago","IL","60653","773","17031","Cook","P",
"Chicago","IL","60654","312","17031","Cook","P",
"Chicago","IL","60655","773","17031","Cook","P",
"Chicago","IL","60656","773","17031","Cook","P",
"Chicago","IL","60657","773","17031","Cook","P",
"Chicago","IL","60659","773","17031","Cook","P",
"Chicago","IL","60660","773","17031","Cook","P",
"Chicago","IL","60661","312","17031","Cook","P",
"Chicago","IL","60664","312","17031","Cook","P","P"
"Chicago","IL","60666","773","17031","Cook","P","P"
"Chicago","IL","60668","312","17031","Cook","P","U"
"Chicago","IL","60669","312","17031","Cook","P","U"
"Chicago","IL","60670","312","17031","Cook","P","U"
"Chicago","IL","60673","312","17031","Cook","P","U"
"Chicago","IL","60674","312","17031","Cook","P","U"
"Chicago","IL","60675","312","17031","Cook","P","U"
"Chicago","IL","60677","312","17031","Cook","P","U"
"Chicago","IL","60678","312","17031","Cook","P","U"
"Chicago","IL","60680","312","17031","Cook","P","P"
"Chicago","IL","60681","312","17031","Cook","P","P"
"Chicago","IL","60682","312","17031","Cook","P","U"
"Chicago","IL","60684","312","17031","Cook","P","U"
"Chicago","IL","60685","312","17031","Cook","P","U"
"Chicago","IL","60686","312","17031","Cook","P","U"
"Chicago","IL","60687","312","17031","Cook","P","U"
"Chicago","IL","60688","312","17031","Cook","P","U"
"Chicago","IL","60689","312","17031","Cook","P","U"
"Chicago","IL","60690","312","17031","Cook","P","P"
"Chicago","IL","60691","312","17031","Cook","P","P"
"Chicago","IL","60693","312","17031","Cook","P","U"
"Chicago","IL","60694","312","17031","Cook","P","U"
"Chicago","IL","60695","312","17031","Cook","P","U"
"Chicago","IL","60696","312","17031","Cook","P","U"
"Chicago","IL","60697","312","17031","Cook","P","U"
"Chicago","IL","60699","312","17031","Cook","P",
"Chicago","IL","60701","773","17031","Cook","P",
"Chicago","IL","60706","773","17031","Cook","A",
"Chicago","IL","60707","708","17031","Cook","A",
"Chicago","IL","60803","708","17031","Cook","A",
"Chicago","IL","60804","708","17031","Cook","A",
"Chicago","IL","60805","708","17031","Cook","A",
"Chicago","IL","60827","708","17031","Cook","A",
"Chicago Heights","IL","60411","708","17031","Cook","P",
"Chicago Heights","IL","60412","708","17031","Cook","P","P"
"Chicago Heights","IL","60475","708","17031","Cook","A",
"Chicago Lawn","IL","60629","773","17031","Cook","N",
"Chicago Park","CA","95712","530","06057","Nevada","P","P"
"Chicago Ridge","IL","60415","708","17031","Cook","P",
"Chichester","NH","03258","603","33013","Merrimack","P",
"Chichester","NY","12416","845","36111","Ulster","P",
"Chichester","PA","19014","610","42045","Delaware","N",
"Chickaloon","AK","99674","907","02170","Matanuska Susitna","A","P"
"Chickama","LA","71346","318","22079","Rapides","N",
"Chickamauga","GA","30707","706","13295","Walker","P",
"Chickamauga","TN","37424","423","47065","Hamilton","N","P"
"Chickamaw Beach","MN","56474","218","27021","Cass","N",
"Chickasaw","AL","36611","251","01097","Mobile","A",
"Chickasaw","IA","50645","641","19037","Chickasaw","N",
"Chickasaw","LA","71263","318","22123","West Carroll","N",
"Chickasaw","OH","45826","419","39107","Mercer","P","P"
"Chickasha","OK","73018","405","40051","Grady","P",
"Chickasha","OK","73023","405","40051","Grady","P","P"
"Chicken","AK","99732","907","02240","Southeast Fairbanks","P","P"
"Chico","CA","95926","530","06007","Butte","P",
"Chico","CA","95927","530","06007","Butte","P","P"
"Chico","CA","95928","530","06007","Butte","P",
"Chico","CA","95929","530","06007","Butte","P","U"
"Chico","CA","95973","530","06007","Butte","P",
"Chico","CA","95976","530","06007","Butte","P","U"
"Chico","TX","76431","940","48497","Wise","P",
"Chico","WA","98312","360","53035","Kitsap","N",
"Chicopee","MA","01013","413","25013","Hampden","P",
"Chicopee","MA","01014","413","25013","Hampden","P","P"
"Chicopee","MA","01020","413","25013","Hampden","P",
"Chicopee","MA","01021","413","25013","Hampden","P","P"
"Chicopee","MA","01022","413","25013","Hampden","P",
"Chicopee","MO","63965","573","29035","Carter","N",
"Chicora","PA","16025","724","42019","Butler","P",
"Chicot","AR","71640","870","05017","Chicot","N",
"Chicota","TX","75425","903","48277","Lamar","P","P"
"Chidester","AR","71726","870","05103","Ouachita","P",
"Chiefland","FL","32626","352","12075","Levy","P",
"Chiefland","FL","32644","352","12075","Levy","P","P"
"Chignik","AK","99548","907","02164","Lake and Peninsula","A","P"
"Chignik","AK","99564","907","02164","Lake and Peninsula","P","P"
"Chignik Lagoon","AK","99565","907","02164","Lake and Peninsula","P","P"
"Chignik Lake","AK","99548","907","02164","Lake and Peninsula","P","P"
"Chihuahua","TX","78572","956","48215","Hidalgo","N",
"Chilchinbito","AZ","86033","928","04017","Navajo","N","P"
"Chilco","ID","83801","208","16055","Kootenai","N",
"Chilcoot","CA","96105","530","06063","Plumas","P",
"Childersburg","AL","35044","256","01121","Talladega","P",
"Childress","AR","72040","870","05117","Prairie","N",
"Childress","TX","79201","940","48075","Childress","P",
"Childs","MD","21916","410","24015","Cecil","P","P"
"Childs","PA","18407","570","42069","Lackawanna","A",
"Childwold","NY","12922","518","36089","Saint Lawrence","P",
"Chilhowee","MO","64733","660","29101","Johnson","P",
"Chilhowie","VA","24319","276","51173","Smyth","P",
"Chili","IN","46926","765","18103","Miami","A",
"Chili","NM","87537","505","35039","Rio Arriba","N",
"Chili","WI","54420","715","55019","Clark","P",
"Chilili","NM","87059","505","35001","Bernalillo","N",
"Chillicothe","IA","52548","641","19179","Wapello","P",
"Chillicothe","IL","61523","309","17143","Peoria","P",
"Chillicothe","MO","64601","660","29117","Livingston","P",
"Chillicothe","OH","45601","740","39141","Ross","P",
"Chillicothe","TX","79225","254","48197","Hardeman","P",
"Chillisquaque","PA","17850","570","42097","Northumberland","N","P"
"Chillum","MD","20782","301","24033","Prince Georges","A",
"Chilly","ID","83251","208","16037","Custer","N",
"Chilmark","MA","02535","508","25007","Dukes","P",
"Chilo","OH","45112","937","39025","Clermont","P","P"
"Chiloquin","OR","97624","541","41035","Klamath","P",
"Chiloquin","OR","97639","541","41035","Klamath","A",
"Chilson","NY","12883","518","36031","Essex","N",
"Chilton","TX","76632","254","48145","Falls","P",
"Chilton","WI","53014","920","55015","Calumet","P",
"Chimacum","WA","98325","360","53031","Jefferson","P",
"Chimayo","NM","87522","505","35039","Rio Arriba","P",
"Chimes","AR","72645","870","05129","Searcy","N",
"Chimney Point","VT","05491","802","50001","Addison","N",
"Chimney Rock","CO","81122","970","08067","La Plata","A",
"Chimney Rock","CO","81147","970","08007","Archuleta","A",
"Chimney Rock","NC","28720","828","37161","Rutherford","P","P"
"China","ME","04358","207","23011","Kennebec","A",
"China","MI","48054","810","26147","Saint Clair","A",
"China","NY","13754","607","36007","Broome","N",
"China","TX","77613","409","48245","Jefferson","P","P"
"China Grove","NC","28023","704","37159","Rowan","P",
"China Grove","TX","78263","210","48029","Bexar","A",
"China Lake","CA","93555","760","06029","Kern","N",
"China Lake Nwc","CA","93555","760","06029","Kern","N",
"China Spring","TX","76633","254","48309","McLennan","P",
"China Township","MI","48054","810","26147","Saint Clair","N",
"China Village","ME","04926","207","23011","Kennebec","P","P"
"Chinchilla","PA","18410","570","42069","Lackawanna","P","P"
"Chincoteague","VA","23336","757","51001","Accomack","A",
"Chincoteague","VA","23337","757","51001","Accomack","A",
"Chincoteague Island","VA","23336","757","51001","Accomack","P",
"Chincoteague Island","VA","23337","757","51001","Accomack","A",
"Chinese Camp","CA","95309","209","06109","Tuolumne","P","P"
"Chiniak","AK","99615","907","02150","Kodiak Island","A",
"Chinle","AZ","86503","928","04001","Apache","P",
"Chinle","AZ","86507","928","04001","Apache","A","P"
"Chinle","AZ","86538","928","04001","Apache","A","P"
"Chinle","AZ","86547","928","04001","Apache","A","P"
"Chinle","AZ","86556","928","04001","Apache","A","P"
"Chino","CA","91708","909","06071","San Bernardino","P",
"Chino","CA","91710","909","06071","San Bernardino","P",
"Chino Hills","CA","91709","909","06071","San Bernardino","P",
"Chino Valley","AZ","86323","928","04025","Yavapai","P",
"Chinook","MT","59523","406","30005","Blaine","P",
"Chinook","WA","98614","360","53049","Pacific","P","P"
"Chinquapin","NC","28521","910","37061","Duplin","P",
"Chipita Park","CO","80809","719","08041","El Paso","N",
"Chipley","FL","32428","850","12133","Washington","P",
"Chipman Lake","VT","05739","802","50021","Rutland","N",
"Chipmans Point","VT","05760","802","50001","Addison","N",
"Chipola","LA","70441","225","22091","Saint Helena","N",
"Chippenhook","VT","05777","802","50021","Rutland","N",
"Chippewa Bay","NY","13623","315","36089","Saint Lawrence","P","P"
"Chippewa Falls","WI","54729","715","55017","Chippewa","P",
"Chippewa Falls","WI","54774","715","55017","Chippewa","P","U"
"Chippewa Lake","MI","49320","231","26107","Mecosta","P","P"
"Chippewa Lake","OH","44215","330","39103","Medina","P",
"Chippewa on the Lake","OH","44215","330","39103","Medina","N",
"Chireno","TX","75937","936","48347","Nacogdoches","P",
"Chiriaco Summit","CA","92201","760","06065","Riverside","A",
"Chiricahua National Monument","AZ","85643","520","04003","Cochise","N",
"Chisago City","MN","55013","651","27025","Chisago","P",
"Chisago Lake","MN","55012","651","27025","Chisago","N",
"Chiselville","VT","05250","802","50003","Bennington","N",
"Chiselville","VT","05252","802","50003","Bennington","N",
"Chisholm","MN","55719","218","27137","Saint Louis","P",
"Chisolm","AL","36110","334","01101","Montgomery","N",
"Chita","TX","75862","936","48455","Trinity","N",
"Chitina","AK","99566","907","02261","Valdez Cordova","P","P"
"Chittenango","NY","13037","315","36053","Madison","P",
"Chittenden","VT","05737","802","50021","Rutland","P",
"Chivington","CO","81036","719","08061","Kiowa","A",
"Chiwapa","MS","38863","662","28115","Pontotoc","N",
"Chloe","WV","25235","304","54013","Calhoun","P",
"Chloride","AZ","86431","928","04015","Mohave","P","P"
"Chloride","NM","87943","575","35051","Sierra","N",
"Choccolocco","AL","36254","256","01015","Calhoun","P","P"
"Choconut Center","NY","13905","607","36007","Broome","N",
"Chocorua","NH","03817","603","33003","Carroll","P",
"Chocowinity","NC","27817","252","37013","Beaufort","P",
"Choctaw","AR","72028","501","05141","Van Buren","P","P"
"Choctaw","MS","39350","601","28099","Neshoba","A",
"Choctaw","OK","73020","405","40109","Oklahoma","P",
"Choctaw Beach","FL","32578","850","12091","Okaloosa","A",
"Choice","TX","75935","936","48419","Shelby","N",
"Chokio","MN","56221","320","27149","Stevens","P",
"Chokoloskee","FL","34138","239","12021","Collier","P","P"
"Cholame","CA","93461","805","06079","San Luis Obispo","N",
"Chopin","LA","71447","318","22079","Rapides","A",
"Choska","OK","74429","918","40145","Wagoner","N",
"Choteau","MT","59422","406","30099","Teton","P",
"Choudrant","LA","71227","318","22061","Lincoln","P",
"Choupique","LA","71362","318","22009","Avoyelles","N",
"Chouteau","OK","74337","918","40097","Mayes","P",
"Chowchilla","CA","93610","559","06039","Madera","P",
"Chriesman","TX","77838","979","48051","Burleson","P","P"
"Chrisman","IL","61924","217","17045","Edgar","P",
"Chrisney","IN","47611","812","18147","Spencer","P",
"Christchurch","VA","23031","804","51119","Middlesex","P","P"
"Christian Valley","CA","95603","530","06061","Placer","N",
"Christiana","AL","36258","256","01027","Clay","N",
"Christiana","DE","19702","302","10003","New Castle","A",
"Christiana","PA","17509","610","42071","Lancaster","P",
"Christiana","TN","37037","615","47149","Rutherford","P",
"Christiansburg","OH","45389","937","39021","Champaign","P","P"
"Christiansburg","VA","24068","540","51121","Montgomery","P","P"
"Christiansburg","VA","24073","540","51121","Montgomery","P",
"Christiansted","VI","00820","340","78010","Saint Croix","P",
"Christiansted","VI","00821","340","78010","Saint Croix","P","P"
"Christiansted","VI","00822","340","78010","Saint Croix","P","P"
"Christiansted","VI","00823","340","78010","Saint Croix","P","P"
"Christiansted","VI","00824","340","78010","Saint Croix","P","P"
"Christie","WI","54456","715","55019","Clark","N",
"Christine","ND","58015","701","38077","Richland","P",
"Christine","TX","78012","830","48013","Atascosa","P",
"Christmas","FL","32709","407","12095","Orange","P",
"Christmas","MI","49862","906","26003","Alger","A",
"Christmas Lake Village","IN","47579","812","18147","Spencer","A",
"Christmas Valley","OR","97641","541","41037","Lake","P","P"
"Christopher","IL","62822","618","17055","Franklin","P",
"Christoval","TX","76935","325","48451","Tom Green","P",
"Chromo","CO","81128","970","08007","Archuleta","P","P"
"Chrysler","AL","36480","251","01099","Monroe","N",
"Chualar","CA","93925","831","06053","Monterey","P",
"Chuathbaluk","AK","99557","907","02050","Bethel","A","P"
"Chubbuck","ID","83202","208","16005","Bannock","A",
"Chuckanut","WA","98225","360","53073","Whatcom","N",
"Chuckatuck","VA","23432","757","51800","Suffolk City","N",
"Chuckey","TN","37641","423","47059","Greene","P",
"Chucky","TN","37641","423","47059","Greene","N",
"Chugiak","AK","99567","907","02020","Anchorage","P",
"Chugwater","WY","82210","307","56031","Platte","P",
"Chula","GA","31733","229","13277","Tift","P",
"Chula","MO","64635","660","29117","Livingston","P",
"Chula Vista","CA","91909","619","06073","San Diego","P","P"
"Chula Vista","CA","91910","619","06073","San Diego","P",
"Chula Vista","CA","91911","619","06073","San Diego","P",
"Chula Vista","CA","91912","619","06073","San Diego","P","P"
"Chula Vista","CA","91913","619","06073","San Diego","P",
"Chula Vista","CA","91914","619","06073","San Diego","P",
"Chula Vista","CA","91915","619","06073","San Diego","P",
"Chula Vista","CA","91921","619","06073","San Diego","P","P"
"Chulafinnee","AL","36264","256","01029","Cleburne","N",
"Chuluota","FL","32766","407","12117","Seminole","A",
"Chumstick","WA","98826","509","53007","Chelan","N",
"Chunchula","AL","36521","251","01097","Mobile","P",
"Chunky","MS","39323","601","28101","Newton","P",
"Chupadero","NM","87501","505","35049","Santa Fe","N",
"Church","IA","52151","563","19005","Allamakee","N",
"Church Creek","MD","21622","410","24019","Dorchester","P",
"Church Hill","MD","21623","410","24035","Queen Annes","P",
"Church Hill","MD","21656","410","24035","Queen Annes","A","P"
"Church Hill","MS","39120","601","28001","Adams","A",
"Church Hill","TN","37642","423","47073","Hawkins","P",
"Church Hill","TN","37645","423","47073","Hawkins","A",
"Church Hill","TX","75652","903","48401","Rusk","N",
"Church Point","LA","70525","337","22001","Acadia","P",
"Church Road","VA","23833","804","51053","Dinwiddie","P",
"Church Rock","NM","87311","505","35031","McKinley","P","P"
"Church View","VA","23032","804","51119","Middlesex","P",
"Churchill","ID","83346","208","16031","Cassia","N",
"Churchill","PA","15221","412","42003","Allegheny","N",
"Churchland","NC","27292","336","37057","Davidson","N",
"Churchs Ferry","ND","58325","701","38071","Ramsey","P",
"Churchton","MD","20733","410","24003","Anne Arundel","P",
"Churchtown","PA","17555","717","42071","Lancaster","N",
"Churchville","IA","50211","515","19181","Warren","A",
"Churchville","MD","21028","410","24025","Harford","P",
"Churchville","NY","14428","585","36055","Monroe","P",
"Churchville","PA","18966","215","42017","Bucks","A",
"Churchville","VA","24421","540","51015","Augusta","P",
"Churdan","IA","50050","515","19073","Greene","P",
"Churubusco","IN","46723","260","18183","Whitley","P",
"Churubusco","NY","12923","518","36019","Clinton","P",
"Chuuk","FM","96942","000","64003","Federated States of Micro","P","P"
"Chuuk Caroline Islands","FM","96942","000","64003","Federated States of Micro","N","P"
"Chville","VA","22901","434","51003","Albemarle","N",
"Ciales","PR","00638","787","72039","Ciales","P",
"Cibecue","AZ","85911","928","04017","Navajo","P","P"
"Cibola","AZ","85328","928","04012","La Paz","P",
"Cibolo","TX","78108","830","48187","Guadalupe","P",
"Cicero","IL","60804","708","17031","Cook","P",
"Cicero","IN","46034","317","18057","Hamilton","P",
"Cicero","NY","13039","315","36067","Onondaga","P",
"Cid","NC","27292","336","37057","Davidson","N",
"Cidra","PR","00739","787","72041","Cidra","P",
"Cima","CA","92323","760","06071","San Bernardino","P",
"Cimarron","CO","81220","970","08051","Gunnison","P",
"Cimarron","KS","67835","620","20069","Gray","P",
"Cimarron","NM","87714","575","35007","Colfax","P",
"Cimarron City","OK","73028","405","40083","Logan","A",
"Cimarron Hills","CO","80914","719","08041","El Paso","N","P"
"Cimarron Hills","CO","80915","719","08041","El Paso","N",
"Cimarron Hills","CO","80922","719","08041","El Paso","N",
"Cimarron Hills","CO","80923","719","08041","El Paso","N",
"Cimarron Hills","CO","80938","719","08041","El Paso","N",
"Cimarron Hills","CO","80939","719","08041","El Paso","N",
"Cimarron Hills","CO","80951","719","08041","El Paso","N",
"Cimarron Hills","CO","80970","719","08041","El Paso","N","P"
"Cimic","IL","62530","217","17167","Sangamon","A",
"Cincinnati","IA","52549","641","19007","Appanoose","P",
"Cincinnati","IN","47424","812","18055","Greene","N",
"Cincinnati","OH","45201","513","39061","Hamilton","P","P"
"Cincinnati","OH","45202","513","39061","Hamilton","P",
"Cincinnati","OH","45203","513","39061","Hamilton","P",
"Cincinnati","OH","45204","513","39061","Hamilton","P",
"Cincinnati","OH","45205","513","39061","Hamilton","P",
"Cincinnati","OH","45206","513","39061","Hamilton","P",
"Cincinnati","OH","45207","513","39061","Hamilton","P",
"Cincinnati","OH","45208","513","39061","Hamilton","P",
"Cincinnati","OH","45209","513","39061","Hamilton","P",
"Cincinnati","OH","45211","513","39061","Hamilton","P",
"Cincinnati","OH","45212","513","39061","Hamilton","P",
"Cincinnati","OH","45213","513","39061","Hamilton","P",
"Cincinnati","OH","45214","513","39061","Hamilton","P",
"Cincinnati","OH","45215","513","39061","Hamilton","P",
"Cincinnati","OH","45216","513","39061","Hamilton","P",
"Cincinnati","OH","45217","513","39061","Hamilton","P",
"Cincinnati","OH","45218","513","39061","Hamilton","P",
"Cincinnati","OH","45219","513","39061","Hamilton","P",
"Cincinnati","OH","45220","513","39061","Hamilton","P",
"Cincinnati","OH","45221","513","39061","Hamilton","P","U"
"Cincinnati","OH","45222","513","39061","Hamilton","P","P"
"Cincinnati","OH","45223","513","39061","Hamilton","P",
"Cincinnati","OH","45224","513","39061","Hamilton","P",
"Cincinnati","OH","45225","513","39061","Hamilton","P",
"Cincinnati","OH","45226","513","39061","Hamilton","P",
"Cincinnati","OH","45227","513","39061","Hamilton","P",
"Cincinnati","OH","45229","513","39061","Hamilton","P",
"Cincinnati","OH","45230","513","39061","Hamilton","P",
"Cincinnati","OH","45231","513","39061","Hamilton","P",
"Cincinnati","OH","45232","513","39061","Hamilton","P",
"Cincinnati","OH","45233","513","39061","Hamilton","P",
"Cincinnati","OH","45234","513","39061","Hamilton","P",
"Cincinnati","OH","45235","513","39061","Hamilton","P",
"Cincinnati","OH","45236","513","39061","Hamilton","P",
"Cincinnati","OH","45237","513","39061","Hamilton","P",
"Cincinnati","OH","45238","513","39061","Hamilton","P",
"Cincinnati","OH","45239","513","39061","Hamilton","P",
"Cincinnati","OH","45240","513","39061","Hamilton","P",
"Cincinnati","OH","45241","513","39061","Hamilton","P",
"Cincinnati","OH","45242","513","39061","Hamilton","P",
"Cincinnati","OH","45243","513","39061","Hamilton","P",
"Cincinnati","OH","45244","513","39025","Clermont","P",
"Cincinnati","OH","45245","513","39025","Clermont","P",
"Cincinnati","OH","45246","513","39061","Hamilton","P",
"Cincinnati","OH","45247","513","39061","Hamilton","P",
"Cincinnati","OH","45248","513","39061","Hamilton","P",
"Cincinnati","OH","45249","513","39061","Hamilton","P",
"Cincinnati","OH","45250","513","39061","Hamilton","P","P"
"Cincinnati","OH","45251","513","39061","Hamilton","P",
"Cincinnati","OH","45252","513","39061","Hamilton","P",
"Cincinnati","OH","45253","513","39061","Hamilton","P","P"
"Cincinnati","OH","45254","513","39061","Hamilton","P","P"
"Cincinnati","OH","45255","513","39061","Hamilton","P",
"Cincinnati","OH","45258","513","39061","Hamilton","P","P"
"Cincinnati","OH","45262","513","39061","Hamilton","P","P"
"Cincinnati","OH","45263","513","39061","Hamilton","P","U"
"Cincinnati","OH","45264","513","39061","Hamilton","P","U"
"Cincinnati","OH","45267","513","39061","Hamilton","P","U"
"Cincinnati","OH","45268","513","39061","Hamilton","P","U"
"Cincinnati","OH","45269","513","39061","Hamilton","P","U"
"Cincinnati","OH","45270","513","39061","Hamilton","P","U"
"Cincinnati","OH","45271","513","39061","Hamilton","P","U"
"Cincinnati","OH","45273","513","39061","Hamilton","P","U"
"Cincinnati","OH","45274","513","39061","Hamilton","P","U"
"Cincinnati","OH","45275","859","21015","Boone","P","P"
"Cincinnati","OH","45277","513","39061","Hamilton","P","U"
"Cincinnati","OH","45280","513","39061","Hamilton","P","P"
"Cincinnati","OH","45296","513","39061","Hamilton","P","U"
"Cincinnati","OH","45298","513","39061","Hamilton","P","U"
"Cincinnati","OH","45299","513","39061","Hamilton","P","U"
"Cincinnati","OH","45999","513","39061","Hamilton","P","U"
"Cincinnatus","NY","13040","607","36023","Cortland","P",
"Cinda","KY","41776","606","21131","Leslie","A",
"Cinebar","WA","98533","360","53041","Lewis","P",
"Cinnaminson","NJ","08077","856","34005","Burlington","A",
"Cinnaminson Township","NJ","08077","856","34005","Burlington","N",
"Circle","AK","99733","907","02290","Yukon Koyukuk","P","P"
"Circle","MT","59215","406","30055","McCone","P",
"Circle City","AZ","85342","623","04013","Maricopa","N",
"Circle Park","IN","46742","260","18151","Steuben","N",
"Circle Pines","MN","55014","763","27003","Anoka","P",
"Circleville","KS","66416","785","20085","Jackson","P",
"Circleville","NY","10919","845","36071","Orange","P",
"Circleville","OH","43113","740","39129","Pickaway","P",
"Circleville","TX","78736","512","48453","Travis","N",
"Circleville","UT","84723","435","49031","Piute","P","P"
"Circleville","WV","26804","304","54071","Pendleton","P",
"Cisco","CA","95728","530","06057","Nevada","N","P"
"Cisco","GA","30708","706","13213","Murray","P",
"Cisco","IL","61830","217","17147","Piatt","P",
"Cisco","KY","41465","606","21153","Magoffin","A",
"Cisco","TX","76437","254","48133","Eastland","P",
"Cisco","UT","84515","435","49019","Grand","P",
"Cismont","VA","22947","434","51003","Albemarle","A",
"Cisna Run","PA","17047","717","42099","Perry","N",
"Cisne","IL","62823","618","17191","Wayne","P",
"Cissna Park","IL","60924","815","17075","Iroquois","P",
"Cistern","TX","78941","361","48149","Fayette","N",
